380	0.0002
381	0.00022821
382	0.00026109
383	0.00029936
384	0.00034387
385	0.00039556
386	0.00045544
387	0.00052462
388	0.00060428
389	0.00069565
390	0.0008
391	0.00091635
392	0.0010477
393	0.0011955
394	0.0013611
395	0.0015457
396	0.0017508
397	0.0018776
398	0.0022273
399	0.0025011
400	0.0028
401	0.0031159
402	0.0034576
403	0.0038268
404	0.0042256
405	0.0046562
406	0.0051216
407	0.0056248
408	0.0061695
409	0.0067597
410	0.0074
411	0.0081451
412	0.0089555
413	0.0098322
414	0.010774
415	0.011779
416	0.012842
417	0.013956
418	0.015111
419	0.016297
420	0.0175
421	0.018582
422	0.019645
423	0.020683
424	0.021694
425	0.022678
426	0.023636
427	0.024572
428	0.02549
429	0.026397
430	0.0273
431	0.028335
432	0.029383
433	0.030442
434	0.03151
435	0.032584
436	0.033661
437	0.034735
438	0.035803
439	0.03686
440	0.0379
441	0.038838
442	0.039752
443	0.040646
444	0.041524
445	0.042391
446	0.043252
447	0.044116
448	0.04499
449	0.045881
450	0.0468
451	0.047743
452	0.048733
453	0.049785
454	0.05091
455	0.052122
456	0.053435
457	0.054865
458	0.056424
459	0.058131
460	0.06
461	0.062602
462	0.065278
463	0.068042
464	0.070911
465	0.0739
466	0.077016
467	0.080266
468	0.083667
469	0.087233
470	0.09098
471	0.094918
472	0.099046
473	0.1033674
474	0.10788
475	0.1126
476	0.11753
477	0.12267
478	0.12799
479	0.13345
480	0.13902
481	0.14468
482	0.15047
483	0.15646
484	0.16272
485	0.1693
486	0.17624
487	0.18356
488	0.19127
489	0.19942
490	0.20802
491	0.21712
492	0.22634
493	0.23686
494	0.24748
495	0.2586
496	0.27018
497	0.28229
498	0.29505
499	0.30858
500	0.323
501	0.3384
502	0.35469
503	0.3717
504	0.38929
505	0.4073
506	0.42563
507	0.44431
508	0.46339
509	0.48294
510	0.503
511	0.52357
512	0.54451
513	0.56569
514	0.58697
515	0.6082
516	0.62935
517	0.65031
518	0.67088
519	0.69084
520	0.71
521	0.72819
522	0.74546
523	0.76197
524	0.77784
525	0.7932
526	0.80811
527	0.8225
528	0.83631
529	0.84949
530	0.862
531	0.87381
532	0.88496
533	0.89549
534	0.90544
535	0.91485
536	0.92373
537	0.93209
538	0.93992
539	0.94723
540	0.954
541	0.96026
542	0.96601
543	0.97126
544	0.97602
545	0.9803
546	0.98409
547	0.98742
548	0.99031
549	0.99281
550	0.99495
551	0.99671
552	0.9981
553	0.99911
554	0.99975
555	1
556	0.99986
557	0.9993
558	0.99833
559	0.9969
560	0.995
561	0.9926
562	0.98974
563	0.98644
564	0.98272
565	0.9786
566	0.97408
567	0.9691712
568	0.96386
569	0.95813
570	0.952
571	0.94545
572	0.9385
573	0.93116
574	0.92346
575	0.9154
576	0.90701
577	0.89828
578	0.8892
579	0.87978
580	0.87
581	0.85986
582	0.84939
583	0.83862
584	0.82758
585	0.8163
586	0.80479
587	0.79308
588	0.78119
589	0.76915
590	0.757
591	0.74475
592	0.73242
593	0.72
594	0.7075
595	0.6949
596	0.68222
597	0.66947
598	0.65667
599	0.64384
600	0.631
601	0.61816
602	0.60531
603	0.59248
604	0.57964
605	0.5668
606	0.55396
607	0.54114
608	0.52835
609	0.51563
610	0.503
611	0.49047
612	0.47803
613	0.46568
614	0.4534032
615	0.4412
616	0.42908
617	0.41704
618	0.40503
619	0.39303
620	0.381
621	0.36892
622	0.35683
623	0.34478
624	0.33282
625	0.321
626	0.30934
627	0.29785
628	0.28659
629	0.27562
630	0.265
631	0.25476
632	0.24489
633	0.23533
634	0.22605
635	0.217
636	0.20816
637	0.19955
638	0.19116
639	0.18297
640	0.175
641	0.16722
642	0.15965
643	0.15228
644	0.14513
645	0.1382
646	0.1315
647	0.12502
648	0.11878
649	0.11277
650	0.107
651	0.10148
652	0.096189
653	0.091123
654	0.086265
655	0.0816
656	0.077121
657	0.072826
658	0.06871
659	0.06477
660	0.061661
661	0.05739621
662	0.053955
663	0.050674
664	0.04755
665	0.04458
666	0.041759
667	0.039085
668	0.036564
669	0.0342
670	0.032
671	0.029963
672	0.028077
673	0.026329
674	0.024708
675	0.0232
676	0.021801
677	0.020501
678	0.019281
679	0.018121
680	0.017
681	0.015904
682	0.014837
683	0.013811
684	0.012835
685	0.01192
686	0.011068
687	0.010273
688	0.0095333
689	0.0088462
690	0.00821
691	0.0076238
692	0.0070854
693	0.0065915
694	0.0061385
695	0.005723
696	0.0053431
697	0.0049958
698	0.0046764
699	0.0043801
700	0.004102
701	0.0038385
702	0.0035891
703	0.0033542
704	0.0031341
705	0.002929
706	0.0027381
707	0.0025599
708	0.0023932
709	0.0022373
710	0.002091
711	0.0019536
712	0.0018246
713	0.0017036
714	0.0015902
715	0.001484
716	0.0013845
717	0.0012913
718	0.0012041
719	0.0011227
720	0.001047
721	0.00097659
722	0.00091111
723	0.00085013
724	0.00079324
725	0.00074
726	0.00069008
727	0.00064331
728	0.0005995
729	0.00052
730	0.00048391
