380	3.9e-005
381	4.28e-005
382	4.69e-005
383	5.16e-005
384	5.72e-005
385	6.4e-005
386	7.23e-005
387	8.22e-005
388	9.35e-005
389	0.000106
390	0.00012
391	0.000135
392	0.000151
393	0.00017
394	0.000192
395	0.000217
396	0.000247
397	0.000281
398	0.000319
399	0.000357
400	0.000396
401	0.000434
402	0.000473
403	0.000518
404	0.000572
405	0.00064
406	0.000725
407	0.000826
408	0.000941
409	0.00107
410	0.00121
411	0.001362
412	0.001531
413	0.00172
414	0.001935
415	0.00218
416	0.002455
417	0.002764
418	0.003118
419	0.003526
420	0.004
421	0.004546
422	0.005159
423	0.005829
424	0.006546
425	0.0073
426	0.008087
427	0.008909
428	0.009768
429	0.010664
430	0.0116
431	0.012573
432	0.013583
433	0.01463
434	0.015715
435	0.01684
436	0.018007
437	0.019214
438	0.020454
439	0.021718
440	0.023
441	0.024295
442	0.02561
443	0.026959
444	0.028351
445	0.0298
446	0.031311
447	0.032884
448	0.034521
449	0.036226
450	0.038
451	0.039847
452	0.041768
453	0.043766
454	0.045843
455	0.048
456	0.050244
457	0.052573
458	0.054981
459	0.057459
460	0.06
461	0.062602
462	0.065278
463	0.068042
464	0.070911
465	0.0739
466	0.077016
467	0.0802
468	0.083667
469	0.087233
470	0.09098
471	0.094918
472	0.099046
473	0.10337
474	0.10788
475	0.1126
476	0.11753
477	0.12267
478	0.12799
479	0.13345
480	0.13902
481	0.14468
482	0.15047
483	0.15646
484	0.16272
485	0.1693
486	0.17624
487	0.18356
488	0.19127
489	0.19942
490	0.20802
491	0.21712
492	0.22673
493	0.23686
494	0.24748
495	0.2586
496	0.27019
497	0.28229
498	0.29505
499	0.30858
500	0.323
501	0.3384
502	0.35469
503	0.3717
504	0.38929
505	0.4073
506	0.42563
507	0.44431
508	0.46339
509	0.48294
510	0.503
511	0.52357
512	0.54451
513	0.56569
514	0.58696
515	0.6082
516	0.62935
517	0.65031
518	0.67088
519	0.69084
520	0.71
521	0.72819
522	0.74546
523	0.76197
524	0.77784
525	0.7932
526	0.80811
527	0.8225
528	0.83631
529	0.84949
530	0.862
531	0.87381
532	0.88496
533	0.89549
534	0.90544
535	0.91485
536	0.92373
537	0.93209
538	0.93992
539	0.94722
540	0.954
541	0.96026
542	0.96601
543	0.97126
544	0.97602
545	0.9803
546	0.98409
547	0.98742
548	0.99031
549	0.99281
550	0.99495
551	0.99671
552	0.9981
553	0.99911
554	0.99975
555	1
556	0.99986
557	0.99931
558	0.99833
559	0.9969
560	0.995
561	0.9926
562	0.98974
563	0.98644
564	0.98272
565	0.9786
566	0.97408
567	0.96917
568	0.96386
569	0.95813
570	0.952
571	0.94545
572	0.9385
573	0.93116
574	0.92346
575	0.91546
576	0.90701
577	0.89828
578	0.88921
579	0.87978
580	0.87
581	0.85986
582	0.84939
583	0.83862
584	0.82758
585	0.8163
586	0.8048
587	0.79308
588	0.78119
589	0.76916
590	0.757
591	0.74475
592	0.73242
593	0.72
594	0.7075
595	0.6949
596	0.68222
597	0.66947
598	0.65667
599	0.64385
600	0.631
601	0.61816
602	0.60531
603	0.59248
604	0.57964
605	0.5668
606	0.55396
607	0.54114
608	0.52835
609	0.51563
610	0.503
611	0.49047
612	0.47803
613	0.46568
614	0.4534
615	0.4412
616	0.42908
617	0.41704
618	0.40503
619	0.39303
620	0.381
621	0.36892
622	0.35683
623	0.34478
624	0.33282
625	0.321
626	0.30934
627	0.29785
628	0.28659
629	0.27563
630	0.265
631	0.25476
632	0.24489
633	0.23533
634	0.22605
635	0.217
636	0.20816
637	0.19955
638	0.19115
639	0.18297
640	0.175
641	0.16722
642	0.15965
643	0.15228
644	0.14513
645	0.1382
646	0.1315
647	0.12503
648	0.11878
649	0.11277
650	0.107
651	0.10148
652	0.096189
653	0.091123
654	0.086265
655	0.0816
656	0.077121
657	0.072826
658	0.06871
659	0.06477
660	0.061
661	0.057396
662	0.053955
663	0.050674
664	0.04755
665	0.04458
666	0.041759
667	0.039085
668	0.036564
669	0.0342
670	0.032
671	0.029963
672	0.028077
673	0.026329
674	0.024708
675	0.0232
676	0.021801
677	0.020501
678	0.019281
679	0.018121
680	0.017
681	0.015904
682	0.014837
683	0.013812
684	0.012835
685	0.01192
686	0.011068
687	0.010273
688	0.009533
689	0.008846
690	0.00821
691	0.007624
692	0.007085
693	0.006591
694	0.006138
695	0.005723
696	0.005343
697	0.004996
698	0.004676
699	0.00438
700	0.004102
701	0.003838
702	0.003589
703	0.003354
704	0.003134
705	0.002929
706	0.002738
707	0.00256
708	0.002393
709	0.002237
710	0.002091
711	0.001954
712	0.001825
713	0.001704
714	0.00159
715	0.001484
716	0.001384
717	0.001291
718	0.001204
719	0.001123
720	0.001047
721	0.000977
722	0.000911
723	0.00085
724	0.000793
725	0.00074
726	0.00069
727	0.000643
728	0.000599
729	0.000558
730	0.00052
